gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,view_order_bottom,scenario,tol_111111,tol_1122,tol_123,tol_222,tol_24,tol_15
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,16～18歲,ee,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,22～28歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,cs,五小時以上,,,,,,,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,oe,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cesnwy,censwy,cesnwy,censwy,censwy,censwy
女,19～22歲,sc,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,secwyn,secwny,scenwy,escwny,escnwy,scenwy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,29歲以上,mg,五小時以上,半至一小時,一至二小時,半至一小時,半至一小時,半至一小時,一至二小時,最先看,中,最後看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csweny,csewny,csweny,csewny,csenwy,censwy
女,19～22歲,bi,三至四小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,cs,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,22～28歲,oe,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,mg,五小時以上,半至一小時,一至二小時,半至一小時,半至一小時,半至一小時,一至二小時,最先看,中,最後看,working,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,二至三小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,sc,五小時以上,二至三小時,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,wcnsey,wcnsey,wcnesy,cwnsey,cwensy,wcensy
女,16～18歲,lb,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,oe,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,cs,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,secwny,secwny,scenwy,escwny,escnwy,scenwy
女,19～22歲,cs,三至四小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnywe,csnyew,cnsewy,csnyew,csenwy,censwy
女,19～22歲,ee,五小時以上,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,29歲以上,lb,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswye,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,oe,二至三小時,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,commuting,ywnecs,ywencs,ynwces,wyencs,wycens,ycensw
女,19～22歲,ed,五小時以上,三小時以上,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,最先看,中,最後看,wakingup,scwney,scnwey,scweny,csnwey,csenwy,scenwy
男,29歲以上,mg,五小時以上,一至二小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,cwynse,cwnyes,cwyens,cwnyes,cwensy,censwy
男,16～18歲,mg,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最後看,中,最先看,wakingup,ynwecs,ynewcs,ynwces,nyewcs,nycesw,ycensw
男,19～22歲,ee,五小時以上,二至三小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,commuting,cnwsye,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,lb,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csweny,csewny,csweny,csewny,csenwy,censwy
女,19～22歲,cs,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,sc,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,mg,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,mg,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cseywn,cseynw,cesnwy,cseynw,csenwy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
男,19～22歲,sc,五小時以上,,,,,,,最先看,中,最後看,commuting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,cs,五小時以上,二至三小時,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,29歲以上,sc,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncyswe,ncsyew,ncyesw,cnsyew,cneswy,nceswy
女,19～22歲,sc,五小時以上,半至一小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwseny,cwesny,csweny,cwesny,cwensy,censwy
女,19～22歲,ed,五小時以上,半至一小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nceswy,nceswy,nceswy,cneswy,cneswy,nceswy
男,19～22歲,mg,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,29歲以上,mg,五小時以上,一至二小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,cs,一至兩小時,,,,,,,最先看,中,最後看,commuting,nwecsy,nwcesy,newcsy,nwcesy,nwcesy,nceswy
男,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,scnwey,scnwey,scnewy,csnwey,csenwy,scenwy
女,22～28歲,cs,二至三小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cswyne,cswyen,csweny,cswyen,csenwy,censwy
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,,,,,,,最先看,中,最後看,wakingup,necswy,necswy,nceswy,encswy,encswy,nceswy
女,19～22歲,ee,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cswnye,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cywnse,cynwes,cwyens,cynwes,cyensw,censwy
男,19～22歲,cs,三至四小時,,,,,,,最先看,最後看,中,resting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,bi,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cswnye,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,bi,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,ee,三至四小時,一至二小時,二至三小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,lb,三至四小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncsywe,ncsyew,ncsewy,cnsyew,cneswy,nceswy
女,19～22歲,mg,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,29歲以上,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,22～28歲,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半至一小時,最先看,中,最後看,commuting,wsceny,wsceny,wcseny,swceny,swceny,wcensy
女,19～22歲,mg,三至四小時,半至一小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,最後看,中,resting,csweyn,csewny,csweny,csewny,csenwy,censwy
女,19～22歲,mg,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,中,最先看,最後看,wakingup,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,bi,五小時以上,二至三小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csweny,csewny,csweny,csewny,csenwy,censwy
男,19～22歲,oe,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ecswyn,ecswny,ecsnwy,ceswny,censwy,ecnswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
男,16～18歲,bi,二至三小時,三小時以上,二至三小時,半小時以下,半至一小時,一至二小時,二至三小時,最先看,中,最後看,resting,scnywe,scnyew,scnewy,csnyew,csenwy,scenwy
男,29歲以上,ot,二至三小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半至一小時,最先看,最後看,中,resting,scwney,scnwey,scweny,csnwey,csenwy,scenwy
女,16～18歲,lb,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenyw,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,escnwy,escnwy,ecsnwy,escnwy,escnwy,ecnswy
女,19～22歲,mg,一至二小時,半小時以下,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最後看,中,最先看,wakingup,wcysne,wcsyen,wcyens,cwsyen,cwensy,wcensy
女,29歲以上,lb,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,ed,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,16～18歲,mg,三至四小時,一至二小時,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,最後看,中,最先看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,oe,五小時以上,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半至一小時,半至一小時,半至一小時,中,最先看,最後看,wakingup,ncewys,ncewsy,nceswy,cnewsy,cneswy,nceswy
男,19～22歲,oe,一小時以下,半小時以下,一至二小時,二至三小時,三小時以上,一至二小時,半至一小時,最後看,中,最先看,commuting,cwseny,cwesny,csweny,cwesny,cwensy,censwy
男,29歲以上,mg,五小時以上,一至二小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,escwny,escwny,ecsnwy,escwny,escnwy,ecnswy
女,19～22歲,cs,三至四小時,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwseny,cwesny,csweny,cwesny,cwensy,censwy
女,19～22歲,cs,五小時以上,二至三小時,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,29歲以上,lb,三至四小時,一至二小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,最先看,中,最後看,resting,wsceny,wsceny,wcseny,swceny,swceny,wcensy
女,19～22歲,cs,五小時以上,二至三小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,oe,五小時以上,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,29歲以上,cs,五小時以上,一至二小時,二至三小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
男,22～28歲,oe,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
女,19～22歲,bi,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最後看,中,最先看,working,cswney,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csweny,csewny,csweny,csewny,csenwy,censwy
女,19～22歲,cs,三至四小時,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csywen,cswyen,csyenw,cswyen,csenwy,censwy
女,19～22歲,sc,五小時以上,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
男,22～28歲,cs,五小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
女,16～18歲,cs,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,cs,二至三小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,wakingup,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
女,16～18歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scnwey,scnwey,scnewy,csnwey,csenwy,scenwy
女,19～22歲,ed,五小時以上,三小時以上,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,最先看,中,最後看,working,wsceny,wsceny,wcseny,swceny,swceny,wcensy
女,19～22歲,ee,三至四小時,半小時以下,三小時以上,一至二小時,半至一小時,半至一小時,半至一小時,最先看,中,最後看,working,cnwyse,cnwyes,cnwesy,cnwyes,cneswy,censwy
女,19～22歲,cs,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,29歲以上,mg,二至三小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cnswye,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,ed,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cseynw,cseynw,cesnwy,cseynw,csenwy,censwy
男,19～22歲,ee,五小時以上,一至二小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,ee,一至兩小時,一至二小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cswyen,cswyen,csweny,cswyen,csenwy,censwy
男,22～28歲,cs,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,中,最先看,最後看,wakingup,swcnye,swcney,scweny,swcney,swceny,scenwy
男,29歲以上,mg,一小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,cs,三至四小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,22～28歲,oe,二至三小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwnesy,cwensy,cnwesy,cwensy,cwensy,censwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,二至三小時,半至一小時,半小時以下,半至一小時,最先看,中,最後看,resting,ecsnwy,ecnswy,ecsnwy,censwy,censwy,ecnswy
男,19～22歲,sc,二至三小時,半至一小時,半小時以下,一至二小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,resting,cwseyn,cwesny,csweny,cwesny,cwensy,censwy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,wcseyn,wcesny,wcseny,cwesny,cwensy,wcensy
男,19～22歲,mg,二至三小時,半小時以下,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,commuting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,二至三小時,,,,,,,最先看,中,最後看,working,scwnye,scnwey,scweny,csnwey,csenwy,scenwy
女,22～28歲,mg,三至四小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwscey,nwcsey,nswcey,nwcsey,nwcesy,nceswy
女,29歲以上,ot,二至三小時,半小時以下,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,cnsywe,cnsyew,cnsewy,cnsyew,cneswy,censwy
女,16～18歲,sc,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,29歲以上,cs,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ecswny,ecswny,ecsnwy,ceswny,censwy,ecnswy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,cs,三至四小時,半小時以下,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csenyw,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,19～22歲,bi,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最後看,中,最先看,wakingup,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,cs,五小時以上,,,,,,,最後看,中,最先看,commuting,nywesc,nyewcs,nwyces,nyewcs,nycesw,nceswy
女,19～22歲,ee,三至四小時,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnsye,cwnsey,cnwesy,cwnsey,cwensy,censwy
女,19～22歲,cs,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
女,19～22歲,cs,三至四小時,,,,,,,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,bi,一至二小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwscey,nwcsey,nswcey,nwcsey,nwcesy,nceswy
男,19～22歲,sc,三至四小時,,,,,,,最先看,中,最後看,wakingup,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,16～18歲,lb,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scnywe,scnyew,scnewy,csnyew,csenwy,scenwy
男,19～22歲,bi,一至二小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,19～22歲,mg,五小時以上,一至二小時,一至二小時,三小時以上,半小時以下,半小時以下,半至一小時,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,29歲以上,mg,一至二小時,半小時以下,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,ee,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,19～22歲,oe,五小時以上,一至二小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,16～18歲,lb,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,lb,三至四小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,最後看,中,working,nscwye,nscwey,ncsewy,nscwey,nscewy,nceswy
女,29歲以上,sc,三至四小時,半至一小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,29歲以上,bi,二至三小時,半小時以下,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
男,19～22歲,cs,三至四小時,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半至一小時,最先看,中,最後看,working,wcsney,wcnsey,wcseny,cwnsey,cwensy,wcensy
男,22～28歲,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半至一小時,最先看,中,最後看,resting,csweny,csewny,csweny,csewny,csenwy,censwy
女,19～22歲,bi,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,oe,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,cs,五小時以上,半至一小時,一至二小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nycsew,nycsew,ncyesw,nycsew,nycesw,nceswy
女,19～22歲,mg,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnywe,csnyew,cnsewy,csnyew,csenwy,censwy
