gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,view_order_bottom,scenario,tol_111111,tol_1122,tol_123,tol_222,tol_24,tol_15
女,19～22歲,cs,三至四小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnyse,cwnyes,cnwesy,cwnyes,cwensy,censwy
女,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
男,19～22歲,cs,二至三小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,working,ncsywe,ncsyew,ncsewy,cnsyew,cneswy,nceswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,最先看,中,最後看,resting,scynwe,scnyew,scyenw,csnyew,csenwy,scenwy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cewsny,ceswny,cewnsy,ceswny,censwy,censwy
男,19～22歲,cs,二至三小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csweyn,csewny,csweny,csewny,csenwy,censwy
女,22～28歲,mg,三至四小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,cs,二至三小時,,,,,,,最先看,最後看,中,wakingup,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,cs,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,二至三小時,半至一小時,半小時以下,半至一小時,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,cs,一至兩小時,,,,,,,最先看,中,最後看,resting,nescwy,necswy,nescwy,encswy,encswy,nceswy
女,22～28歲,mg,五小時以上,一至二小時,半至一小時,一至二小時,半至一小時,半至一小時,半至一小時,最先看,中,最後看,commuting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,22～28歲,mg,三至四小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
女,19～22歲,cs,五小時以上,半至一小時,一至二小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncyswe,ncsyew,ncyesw,cnsyew,cneswy,nceswy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,29歲以上,cs,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
女,19～22歲,ee,一至兩小時,一至二小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,cs,三至四小時,,,,,,,最先看,中,最後看,working,ncsywe,ncsyew,ncsewy,cnsyew,cneswy,nceswy
男,19～22歲,sc,五小時以上,,,,,,,最先看,中,最後看,working,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
女,16～18歲,lb,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,二至三小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,secwny,secwny,scenwy,escwny,escnwy,scenwy
男,29歲以上,oe,五小時以上,二至三小時,二至三小時,一至二小時,一至二小時,半小時以下,半小時以下,中,最先看,最後看,commuting,cswney,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,ee,五小時以上,一至二小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csweny,csewny,csweny,csewny,csenwy,censwy
女,16～18歲,mg,三至四小時,一至二小時,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,最後看,中,最先看,wakingup,ywesnc,ywescn,yewcns,wyescn,wycens,ycensw
女,19～22歲,ed,三至四小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,半至一小時,中,最先看,最後看,wakingup,cnwsye,cnswey,cnwesy,cnswey,cneswy,censwy
女,19～22歲,bi,五小時以上,三小時以上,三小時以上,一至二小時,一至二小時,半小時以下,半小時以下,最先看,最後看,中,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,cs,三至四小時,半小時以下,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ecsnwy,ecnswy,ecsnwy,censwy,censwy,ecnswy
女,16～18歲,sc,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,cs,五小時以上,二至三小時,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,19～22歲,bi,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
男,22～28歲,cs,五小時以上,半至一小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cnsywe,cnsyew,cnsewy,cnsyew,cneswy,censwy
女,19～22歲,ed,三至四小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,半至一小時,中,最先看,最後看,working,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csenyw,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,ee,一至兩小時,一至二小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,mg,一至二小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,cswnye,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,cs,二至三小時,,,,,,,最先看,中,最後看,wakingup,scnwey,scnwey,scnewy,csnwey,csenwy,scenwy
女,19～22歲,sc,五小時以上,三小時以上,三小時以上,半小時以下,半至一小時,半至一小時,一至二小時,最先看,中,最後看,commuting,cswnye,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csweny,csewny,csweny,csewny,csenwy,censwy
女,29歲以上,lb,三至四小時,一至二小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
男,29歲以上,ee,二至三小時,半小時以下,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,29歲以上,mg,一至二小時,半小時以下,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,bi,五小時以上,三小時以上,三小時以上,一至二小時,一至二小時,半小時以下,半小時以下,最先看,最後看,中,working,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,29歲以上,mg,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,五小時以上,二至三小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,22～28歲,oe,二至三小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwnesy,cwensy,cnwesy,cwensy,cwensy,censwy
男,19～22歲,cs,五小時以上,二至三小時,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwsney,cwnsey,csweny,cwnsey,cwensy,censwy
女,29歲以上,lb,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cswney,csnwey,csweny,csnwey,csenwy,censwy
女,29歲以上,lb,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scnwye,scnwey,scnewy,csnwey,csenwy,scenwy
男,16～18歲,bi,二至三小時,三小時以上,二至三小時,半小時以下,半至一小時,一至二小時,二至三小時,最先看,中,最後看,commuting,scnywe,scnyew,scnewy,csnyew,csenwy,scenwy
女,19～22歲,oe,五小時以上,一至二小時,一至二小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,nscwye,nscwey,ncsewy,nscwey,nscewy,nceswy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scenwy,scenwy,scenwy,csenwy,csenwy,scenwy
男,19～22歲,ee,五小時以上,二至三小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,wakingup,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,29歲以上,oe,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,wakingup,nwscye,nwcsey,nswcey,nwcsey,nwcesy,nceswy
女,29歲以上,oe,一至二小時,半至一小時,半小時以下,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,mg,五小時以上,一至二小時,一至二小時,三小時以上,半小時以下,半小時以下,半至一小時,最先看,中,最後看,resting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,29歲以上,ee,二至三小時,半小時以下,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,sc,五小時以上,二至三小時,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
女,22～28歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncwyes,ncwyes,ncwesy,cnwyes,cneswy,nceswy
女,19～22歲,ee,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,oe,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwsnye,cwnsey,csweny,cwnsey,cwensy,censwy
男,19～22歲,cs,五小時以上,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半至一小時,半至一小時,最先看,中,最後看,commuting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,mg,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,working,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ecswny,ecswny,ecsnwy,ceswny,censwy,ecnswy
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,三至四小時,,,,,,,最先看,最後看,中,commuting,cnwsye,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,mg,二至三小時,半小時以下,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,cs,二至三小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,resting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,ed,五小時以上,半至一小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,necswy,necswy,nceswy,encswy,encswy,nceswy
女,19～22歲,lb,五小時以上,三小時以上,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
女,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nscwey,nscwey,ncsewy,nscwey,nscewy,nceswy
女,19～22歲,oe,五小時以上,一至二小時,一至二小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,lb,五小時以上,二至三小時,半至一小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcyse,nwcyes,ncwesy,nwcyes,nwcesy,nceswy
女,29歲以上,mg,一至二小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,cnwsye,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswye,cnswey,cnsewy,cnswey,cneswy,censwy
男,19～22歲,ee,五小時以上,一至二小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ceswny,ceswny,cesnwy,ceswny,censwy,censwy
男,19～22歲,cs,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,mg,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,lb,三至四小時,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,oe,二至三小時,半小時以下,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cwsney,cwnsey,csweny,cwnsey,cwensy,censwy
女,19～22歲,cs,三至四小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,escwyn,escwny,ecsnwy,escwny,escnwy,ecnswy
男,19～22歲,ee,三至四小時,一至二小時,二至三小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,mg,五小時以上,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cswney,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,oe,五小時以上,半至一小時,二至三小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,lb,五小時以上,三小時以上,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nwescy,nwescy,newcsy,nwescy,nwcesy,nceswy
男,22～28歲,cs,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,中,最先看,最後看,commuting,swcnye,swcney,scweny,swcney,swceny,scenwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwsyne,cwsyen,csweny,cwsyen,cwensy,censwy
女,19～22歲,cs,五小時以上,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
男,29歲以上,ot,二至三小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半至一小時,最先看,最後看,中,commuting,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,22～28歲,cs,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
男,29歲以上,mg,一小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,mg,三至四小時,一至二小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scnywe,scnyew,scnewy,csnyew,csenwy,scenwy
女,29歲以上,mg,一至二小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cswyne,cswyen,csweny,cswyen,csenwy,censwy
女,19～22歲,mg,三至四小時,半至一小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,cs,五小時以上,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,29歲以上,sc,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,16～18歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scenwy,scenwy,scenwy,csenwy,csenwy,scenwy
男,19～22歲,lb,三至四小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,最後看,中,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,bi,三至四小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,sc,五小時以上,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
女,16～18歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
女,29歲以上,mg,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,29歲以上,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,ed,三至四小時,一至二小時,二至三小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,mg,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,resting,cwnyes,cwnyes,cnwesy,cwnyes,cwensy,censwy
男,19～22歲,ot,二至三小時,半至一小時,一至二小時,半至一小時,半至一小時,半小時以下,半至一小時,中,最先看,最後看,commuting,sceywn,sceynw,scenwy,cseynw,csenwy,scenwy
男,22～28歲,mg,五小時以上,二至三小時,一至二小時,二至三小時,半至一小時,半至一小時,半至一小時,最先看,中,最後看,commuting,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nscwye,nscwey,ncsewy,nscwey,nscewy,nceswy
男,19～22歲,oe,五小時以上,半至一小時,二至三小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,29歲以上,oe,三至四小時,半小時以下,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,bi,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,cs,三至四小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最後看,最先看,中,wakingup,nwcesy,nwcesy,ncwesy,nwcesy,nwcesy,nceswy
女,19～22歲,cs,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,中,最先看,最後看,working,ncseyw,nceswy,ncsewy,cneswy,cneswy,nceswy
女,19～22歲,lb,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ecswny,ecswny,ecsnwy,ceswny,censwy,ecnswy
女,19～22歲,mg,一至二小時,半小時以下,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最後看,中,最先看,resting,wceyns,wceyns,wcensy,cweyns,cwensy,wcensy
男,19～22歲,cs,五小時以上,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,oe,一小時以下,半小時以下,一至二小時,二至三小時,三小時以上,一至二小時,半至一小時,最後看,中,最先看,resting,scenwy,scenwy,scenwy,csenwy,csenwy,scenwy
女,29歲以上,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,三至四小時,一至二小時,半至一小時,一至二小時,半至一小時,半小時以下,半至一小時,最先看,中,最後看,commuting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,22～28歲,mg,五小時以上,一至二小時,半至一小時,一至二小時,半至一小時,半至一小時,半至一小時,最先看,中,最後看,wakingup,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,29歲以上,mg,五小時以上,一至二小時,二至三小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,escnwy,escnwy,ecsnwy,escnwy,escnwy,ecnswy
男,19～22歲,cs,五小時以上,,,,,,,最後看,中,最先看,resting,nywesc,nyewcs,nwyces,nyewcs,nycesw,nceswy
男,19～22歲,cs,五小時以上,,,,,,,最先看,中,最後看,resting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,lb,五小時以上,二至三小時,半至一小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,最後看,中,commuting,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,oe,二至三小時,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,wakingup,ywescn,ywescn,yewcns,wyescn,wycens,ycensw
女,19～22歲,sc,五小時以上,二至三小時,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwnyse,cwnyes,cnwesy,cwnyes,cwensy,censwy
男,29歲以上,ot,二至三小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半至一小時,最先看,最後看,中,working,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
